,core_genes,extended_genes,core_source,extended_source
1823,TP53,TOPORS,KEGG,STRING
1824,TP53,NDN,KEGG,STRING
1825,TP53,PLK1,KEGG,STRING
1826,TP53,CUL7,KEGG,STRING
1827,TP53,SMYD2,KEGG,STRING
1828,TP53,CDK9,KEGG,STRING
1829,TP53,TADA3,KEGG,STRING
1830,TP53,NQO1,KEGG,STRING
1831,TP53,KAT8,KEGG,STRING
1832,TP53,DAXX,KEGG,STRING
1833,TP53,HDAC1,KEGG,STRING
1834,TP53,SFN,KEGG,STRING
1835,TP53,ATM,KEGG,STRING
1836,TP53,PTEN,KEGG,STRING
1837,TP53,TP53BP2,KEGG,STRING
1838,TP53,MAPK14,KEGG,STRING
1839,TP53,RCHY1,KEGG,STRING
1840,TP53,WT1,KEGG,STRING
1841,TP53,HMGB1,KEGG,STRING
1842,TP53,COPS5,KEGG,STRING
1843,TP53,SIRT1,KEGG,STRING
1844,TP53,SMARCA4,KEGG,STRING
1845,TP53,TP53BP1,KEGG,STRING
1846,TP53,HIPK2,KEGG,STRING
1847,TP53,TP63,KEGG,STRING
1848,TP53,HSPB1,KEGG,STRING
1849,TP53,S100A4,KEGG,STRING
1850,TP53,PPP2R1A,KEGG,STRING
1851,TP53,MAPK1,KEGG,STRING
1852,TP53,PPP2R5C,KEGG,STRING
1853,TP53,HERC2,KEGG,STRING
1854,TP53,YBX1,KEGG,STRING
1855,TP53,RFWD2,KEGG,STRING
1856,TP53,KAT2B,KEGG,STRING
1857,TP53,PRKDC,KEGG,STRING
1858,TP53,UBE2I,KEGG,STRING
1859,TP53,FOXO3,KEGG,STRING
1860,TP53,RPL11,KEGG,STRING
1861,TP53,YY1,KEGG,STRING
1862,TP53,USP7,KEGG,STRING
1863,TP53,SUMO1,KEGG,STRING
1864,TP53,HSP90AA1,KEGG,STRING
1865,TP53,TP73,KEGG,STRING
1866,TP53,MUL1,KEGG,STRING
1867,TP53,CDKN1A,KEGG,STRING
1868,TP53,AURKA,KEGG,STRING
1869,TP53,BAX,KEGG,STRING
1870,TP53,CSNK1D,KEGG,STRING
1871,TP53,NUMB,KEGG,STRING
1872,TP53,EP300,KEGG,STRING
1873,TP53,HSPA4,KEGG,STRING
1874,TP53,MAPK8,KEGG,STRING
1875,TP53,PTK2,KEGG,STRING
1876,TP53,MTA1,KEGG,STRING
1877,TP53,BRCA1,KEGG,STRING
1878,TP53,TOP1,KEGG,STRING
1879,TP53,BRD7,KEGG,STRING
1880,TP53,MDM2,KEGG,STRING
1881,TP53,HDAC2,KEGG,STRING
1882,TP53,RAD51,KEGG,STRING
1883,TP53,VRK1,KEGG,STRING
1884,TP53,EGR1,KEGG,STRING
1885,TP53,PML,KEGG,STRING
1886,TP53,CREBBP,KEGG,STRING
1887,TP53,CREB1,KEGG,STRING
1888,CCND1,hsa-miR-20a,KEGG,RegNetwork
1889,CCND1,hsa-miR-17,KEGG,RegNetwork
1890,CCND1,AR,KEGG,RegNetwork
1891,CCND1,ATF2,KEGG,RegNetwork
1892,CCND1,CEBPA,KEGG,RegNetwork
1893,CCND1,CEBPD,KEGG,RegNetwork
1894,CCND1,CREB1,KEGG,RegNetwork
1895,CCND1,CTNNB1,KEGG,RegNetwork
1896,CCND1,E2F1,KEGG,RegNetwork
1897,CCND1,E2F4,KEGG,RegNetwork
1898,CCND1,EGR1,KEGG,RegNetwork
1899,CCND1,ELK1,KEGG,RegNetwork
1900,CCND1,ESR1,KEGG,RegNetwork
1901,CCND1,ETS1,KEGG,RegNetwork
1902,CCND1,ETS2,KEGG,RegNetwork
1903,CCND1,FLI1,KEGG,RegNetwork
1904,CCND1,FOS,KEGG,RegNetwork
1905,CCND1,FOS,KEGG,RegNetwork
1906,CCND1,HIF1A,KEGG,RegNetwork
1907,CCND1,JUN,KEGG,RegNetwork
1908,CCND1,JUN,KEGG,RegNetwork
1909,CCND1,JUP,KEGG,RegNetwork
1910,CCND1,LEF1,KEGG,RegNetwork
1911,CCND1,LEF1,KEGG,RegNetwork
1912,CCND1,MAPK1,KEGG,RegNetwork
1913,CCND1,MAPK3,KEGG,RegNetwork
1914,CCND1,MAX,KEGG,RegNetwork
1915,CCND1,MYC,KEGG,RegNetwork
1916,CCND1,MYC,KEGG,RegNetwork
1917,CCND1,NFKB1,KEGG,RegNetwork
1918,CCND1,NFKB2,KEGG,RegNetwork
1919,CCND1,POU2F1,KEGG,RegNetwork
1920,CCND1,PPARA,KEGG,RegNetwork
1921,CCND1,PPARD,KEGG,RegNetwork
1922,CCND1,PPARG,KEGG,RegNetwork
1923,CCND1,RARB,KEGG,RegNetwork
1924,CCND1,RARG,KEGG,RegNetwork
1925,CCND1,RB1,KEGG,RegNetwork
1926,CCND1,RBL1,KEGG,RegNetwork
1927,CCND1,RBL2,KEGG,RegNetwork
1928,CCND1,RELA,KEGG,RegNetwork
1929,CCND1,SOS1,KEGG,RegNetwork
1930,CCND1,SOS2,KEGG,RegNetwork
1931,CCND1,SP1,KEGG,RegNetwork
1932,CCND1,SP3,KEGG,RegNetwork
1933,CCND1,SP4,KEGG,RegNetwork
1934,CCND1,STAT1,KEGG,RegNetwork
1935,CCND1,STAT2,KEGG,RegNetwork
1936,CCND1,STAT3,KEGG,RegNetwork
1937,CCND1,STAT4,KEGG,RegNetwork
1938,CCND1,STAT5A,KEGG,RegNetwork
1939,CCND1,STAT5B,KEGG,RegNetwork
1940,CCND1,STAT6,KEGG,RegNetwork
1941,CCND1,TCF7,KEGG,RegNetwork
1942,CCND1,TCF7,KEGG,RegNetwork
1943,CCND1,TCF7L1,KEGG,RegNetwork
1944,CCND1,TCF7L1,KEGG,RegNetwork
1945,CCND1,TCF7L2,KEGG,RegNetwork
1946,CCND1,TCF7L2,KEGG,RegNetwork
1947,CCND1,TP53,KEGG,RegNetwork
1948,CCND1,USF1,KEGG,RegNetwork
1949,CCND1,CUL1,KEGG,STRING
1950,CCND1,EP300,KEGG,STRING
1951,CCND1,AR,KEGG,STRING
1952,CCND1,CDKN1A,KEGG,STRING
1953,CCND1,PCNA,KEGG,STRING
1954,CCND1,CDKN1C,KEGG,STRING
1955,CCND1,CDK6,KEGG,STRING
1956,CCND1,FBXO4,KEGG,STRING
1957,CCND1,CDK2,KEGG,STRING
1958,CCND1,CDK4,KEGG,STRING
1959,CCND1,HDAC3,KEGG,STRING
1960,CCND1,ESR1,KEGG,STRING
1961,CCND1,FBXO31,KEGG,STRING
1962,CCND1,CDKN2A,KEGG,STRING
1963,CCND1,CDKN1B,KEGG,STRING
1964,CCND1,RB1,KEGG,STRING
1965,CCND1,CDK1,KEGG,STRING
1966,ERBB2,ATF1,KEGG,RegNetwork
1967,ERBB2,CREB1,KEGG,RegNetwork
1968,ERBB2,CTNNB1,KEGG,RegNetwork
1969,ERBB2,ELK1,KEGG,RegNetwork
1970,ERBB2,ETS1,KEGG,RegNetwork
1971,ERBB2,ETV4,KEGG,RegNetwork
1972,ERBB2,MYB,KEGG,RegNetwork
1973,ERBB2,TFAP2A,KEGG,RegNetwork
1974,ERBB2,TP53,KEGG,RegNetwork
1975,ERBB2,PTK2,KEGG,STRING
1976,ERBB2,PIK3R1,KEGG,STRING
1977,ERBB2,ERBB4,KEGG,STRING
1978,ERBB2,GRB2,KEGG,STRING
1979,ERBB2,HSP90AA1,KEGG,STRING
1980,ERBB2,EGFR,KEGG,STRING
1981,ERBB2,LRIG1,KEGG,STRING
1982,ERBB2,SHC1,KEGG,STRING
1983,ERBB2,PTPN11,KEGG,STRING
1984,ERBB2,POLR1A,KEGG,STRING
1985,ERBB2,CD44,KEGG,STRING
1986,ERBB2,GRB7,KEGG,STRING
1987,ERBB2,KPNB1,KEGG,STRING
1988,ERBB2,STUB1,KEGG,STRING
1989,ERBB2,ERBB2IP,KEGG,STRING
1990,ERBB2,RANBP2,KEGG,STRING
1991,ERBB2,STAT3,KEGG,STRING
1992,ERBB2,ERBB3,KEGG,STRING
1993,ERBB2,EEA1,KEGG,STRING
1994,ERBB2,SRC,KEGG,STRING
1995,ERBB2,PIK3R2,KEGG,STRING
1996,EGFR,hsa-miR-21,KEGG,RegNetwork
1997,EGFR,AR,KEGG,RegNetwork
1998,EGFR,CTNNB1,KEGG,RegNetwork
1999,EGFR,E2F1,KEGG,RegNetwork
2000,EGFR,EGR1,KEGG,RegNetwork
2001,EGFR,ESR1,KEGG,RegNetwork
2002,EGFR,ESR2,KEGG,RegNetwork
2003,EGFR,MYB,KEGG,RegNetwork
2004,EGFR,NFKB2,KEGG,RegNetwork
2005,EGFR,PPARG,KEGG,RegNetwork
2006,EGFR,REL,KEGG,RegNetwork
2007,EGFR,RELA,KEGG,RegNetwork
2008,EGFR,SMURF2,KEGG,RegNetwork
2009,EGFR,SP1,KEGG,RegNetwork
2010,EGFR,STAT1,KEGG,RegNetwork
2011,EGFR,STAT5A,KEGG,RegNetwork
2012,EGFR,STAT5A,KEGG,RegNetwork
2013,EGFR,STAT5B,KEGG,RegNetwork
2014,EGFR,STAT5B,KEGG,RegNetwork
2015,EGFR,TFAP2A,KEGG,RegNetwork
2016,EGFR,TP53,KEGG,RegNetwork
2017,EGFR,WT1,KEGG,RegNetwork
2018,EGFR,WWP1,KEGG,RegNetwork
2019,EGFR,VAV1,KEGG,STRING
2020,EGFR,PRKCA,KEGG,STRING
2021,EGFR,STAT5A,KEGG,STRING
2022,EGFR,ERRFI1,KEGG,STRING
2023,EGFR,SHC4,KEGG,STRING
2024,EGFR,SH3GL2,KEGG,STRING
2025,EGFR,ERBB3,KEGG,STRING
2026,EGFR,USP8,KEGG,STRING
2027,EGFR,SRC,KEGG,STRING
2028,EGFR,ERBB2,KEGG,STRING
2029,EGFR,MAP4K1,KEGG,STRING
2030,EGFR,UBASH3B,KEGG,STRING
2031,EGFR,PIK3R2,KEGG,STRING
2032,EGFR,PDCD6IP,KEGG,STRING
2033,EGFR,RASA1,KEGG,STRING
2034,EGFR,CBL,KEGG,STRING
2035,EGFR,MUC1,KEGG,STRING
2036,EGFR,CDK1,KEGG,STRING
2037,EGFR,TNK2,KEGG,STRING
2038,EGFR,SOS2,KEGG,STRING
2039,EGFR,CSK,KEGG,STRING
2040,EGFR,IGHV4-38-2,KEGG,STRING
2041,EGFR,CRK,KEGG,STRING
2042,EGFR,PLCG1,KEGG,STRING
2043,EGFR,CAV1,KEGG,STRING
2044,EGFR,STUB1,KEGG,STRING
2045,EGFR,CAV2,KEGG,STRING
2046,EGFR,CBLC,KEGG,STRING
2047,EGFR,HSPA8,KEGG,STRING
2048,EGFR,JUP,KEGG,STRING
2049,EGFR,CALM1,KEGG,STRING
2050,EGFR,VAV2,KEGG,STRING
2051,EGFR,ACTN4,KEGG,STRING
2052,EGFR,GRB10,KEGG,STRING
2053,EGFR,PLCG2,KEGG,STRING
2054,EGFR,BTC,KEGG,STRING
2055,EGFR,TRAF2,KEGG,STRING
2056,EGFR,PIK3CA,KEGG,STRING
2057,EGFR,PAK1,KEGG,STRING
2058,EGFR,HGS,KEGG,STRING
2059,EGFR,TGFA,KEGG,STRING
2060,EGFR,STAT3,KEGG,STRING
2061,EGFR,EPS8,KEGG,STRING
2062,EGFR,SHC1,KEGG,STRING
2063,EGFR,NCK1,KEGG,STRING
2064,EGFR,LYN,KEGG,STRING
2065,EGFR,PTPN1,KEGG,STRING
2066,EGFR,S100A4,KEGG,STRING
2067,EGFR,SH2B1,KEGG,STRING
2068,EGFR,YWHAZ,KEGG,STRING
2069,EGFR,GAB1,KEGG,STRING
2070,EGFR,PTPN11,KEGG,STRING
2071,EGFR,CRKL,KEGG,STRING
2072,EGFR,MET,KEGG,STRING
2073,EGFR,HSPA1B,KEGG,STRING
2074,EGFR,HCK,KEGG,STRING
2075,EGFR,PTPN12,KEGG,STRING
2076,EGFR,SFN,KEGG,STRING
2077,EGFR,BLK,KEGG,STRING
2078,EGFR,PTPN6,KEGG,STRING
2079,EGFR,STAT5B,KEGG,STRING
2080,EGFR,EPGN,KEGG,STRING
2081,EGFR,HSP90AB1,KEGG,STRING
2082,EGFR,SOS1,KEGG,STRING
2083,EGFR,CD44,KEGG,STRING
2084,EGFR,TUBA1A,KEGG,STRING
2085,EGFR,PIK3C2B,KEGG,STRING
2086,EGFR,YWHAQ,KEGG,STRING
2087,EGFR,CDH1,KEGG,STRING
2088,EGFR,EREG,KEGG,STRING
2089,EGFR,EGF,KEGG,STRING
2090,EGFR,HSPA4,KEGG,STRING
2091,EGFR,PIK3R1,KEGG,STRING
2092,EGFR,PTK2,KEGG,STRING
2093,EGFR,SLA,KEGG,STRING
2094,EGFR,GRB2,KEGG,STRING
2095,EGFR,NCK2,KEGG,STRING
2096,EGFR,ERBB4,KEGG,STRING
2097,EGFR,HSP90AA1,KEGG,STRING
2098,EGFR,STAT1,KEGG,STRING
2099,EGFR,VAV3,KEGG,STRING
2100,EGFR,CTNNB1,KEGG,STRING
2101,EGFR,ZAP70,KEGG,STRING
2102,EGFR,GAPDH,KEGG,STRING
2103,EGFR,ABL1,KEGG,STRING
2104,EGFR,SH3KBP1,KEGG,STRING
2105,EGFR,INPPL1,KEGG,STRING
2106,EGFR,CTNND1,KEGG,STRING
2107,EGFR,AREG,KEGG,STRING
2108,EGFR,CBLB,KEGG,STRING
2109,EGFR,PIK3R3,KEGG,STRING
2110,EGFR,JAK2,KEGG,STRING
2111,EGFR,SHC3,KEGG,STRING
2112,EGFR,HDAC6,KEGG,STRING
2113,EGFR,CALM3,KEGG,STRING
2114,EGFR,HBEGF,KEGG,STRING
2115,EGFR,LRIG1,KEGG,STRING
2116,EGFR,EPS15,KEGG,STRING
2117,EGFR,TNS3,KEGG,STRING
2118,KIT,ETS1,KEGG,RegNetwork
2119,KIT,SMURF2,KEGG,RegNetwork
2120,KIT,SP1,KEGG,RegNetwork
2121,KIT,STAT3,KEGG,RegNetwork
2122,KIT,STAT5A,KEGG,RegNetwork
2123,KIT,STAT5B,KEGG,RegNetwork
2124,KIT,TFAP2A,KEGG,RegNetwork
2125,KIT,WWP1,KEGG,RegNetwork
2126,KIT,PIK3R1,KEGG,STRING
2127,KIT,GRB2,KEGG,STRING
2128,KIT,KITLG,KEGG,STRING
2129,KIT,PLCG1,KEGG,STRING
2130,NOTCH1,DTX1,KEGG,RegNetwork
2131,NOTCH1,RBPJ,KEGG,RegNetwork
2132,NOTCH1,RBPJL,KEGG,RegNetwork
2133,NOTCH1,SNW1,KEGG,STRING
2134,NOTCH1,HIF1AN,KEGG,STRING
2135,NOTCH1,FBXW7,KEGG,STRING
2136,NOTCH1,MAML1,KEGG,STRING
2137,NOTCH1,DTX1,KEGG,STRING
2138,NOTCH1,RBPJ,KEGG,STRING
2139,NOTCH1,NRARP,KEGG,STRING
2140,NOTCH1,JAG1,KEGG,STRING
2141,NOTCH4,DVL1,KEGG,RegNetwork
2142,NOTCH4,DTX3,KEGG,RegNetwork
2143,NOTCH4,DTX2,KEGG,RegNetwork
2144,NOTCH4,DTX1,KEGG,RegNetwork
2145,NOTCH4,DLL4,KEGG,RegNetwork
2146,NOTCH4,DLL3,KEGG,RegNetwork
2147,NOTCH4,DLL1,KEGG,RegNetwork
2148,NOTCH4,APH1A,KEGG,RegNetwork
2149,NOTCH4,ADAM17,KEGG,RegNetwork
2150,NOTCH4,RFNG,KEGG,RegNetwork
2151,NOTCH4,RBPJL,KEGG,RegNetwork
2152,NOTCH4,RBPJ,KEGG,RegNetwork
2153,NOTCH4,PSENEN,KEGG,RegNetwork
2154,NOTCH4,PSEN2,KEGG,RegNetwork
2155,NOTCH4,PSEN1,KEGG,RegNetwork
2156,NOTCH4,NUMBL,KEGG,RegNetwork
2157,NOTCH4,NUMB,KEGG,RegNetwork
2158,NOTCH4,NCSTN,KEGG,RegNetwork
2159,NOTCH4,MFNG,KEGG,RegNetwork
2160,NOTCH4,LFNG,KEGG,RegNetwork
2161,NOTCH4,JAG2,KEGG,RegNetwork
2162,NOTCH4,JAG1,KEGG,RegNetwork
2163,NOTCH4,DVL3,KEGG,RegNetwork
2164,NOTCH4,DVL2,KEGG,RegNetwork
2165,NOTCH4,DTX4,KEGG,RegNetwork
2166,NOTCH4,DTX3L,KEGG,RegNetwork
2167,NOTCH4,DTX1,KEGG,RegNetwork
2168,NOTCH4,MYC,KEGG,RegNetwork
2169,NOTCH4,RBPJ,KEGG,RegNetwork
2170,NOTCH4,RBPJL,KEGG,RegNetwork
2171,LRP6,DKK1,KEGG,STRING
2172,LRP6,AXIN1,KEGG,STRING
2173,LRP6,WNT3A,KEGG,STRING
2174,LRP6,SOST,KEGG,STRING
2175,BRCA1,AKR1B1,KEGG,RegNetwork
2176,BRCA1,TP53,KEGG,RegNetwork
2177,BRCA1,TAF10,KEGG,RegNetwork
2178,BRCA1,STAT3,KEGG,RegNetwork
2179,BRCA1,ELK4,KEGG,RegNetwork
2180,BRCA1,ELK1,KEGG,RegNetwork
2181,BRCA1,DDB2,KEGG,RegNetwork
2182,BRCA1,hsa-miR-146b,KEGG,RegNetwork
2183,BRCA1,hsa-miR-146a,KEGG,RegNetwork
2184,BRCA1,BCL2,KEGG,RegNetwork
2185,BRCA1,AREG,KEGG,RegNetwork
2186,BRCA1,AR,KEGG,RegNetwork
2187,BRCA1,ESR1,KEGG,RegNetwork
2188,BRCA1,ERG,KEGG,RegNetwork
2189,BRCA1,ETS1,KEGG,RegNetwork
2190,BRCA1,GADD45A,KEGG,RegNetwork
2191,BRCA1,IGF1R,KEGG,RegNetwork
2192,BRCA1,JAK1,KEGG,RegNetwork
2193,BRCA1,JAK2,KEGG,RegNetwork
2194,BRCA1,KCNH4,KEGG,RegNetwork
2195,BRCA1,KCNH8,KEGG,RegNetwork
2196,BRCA1,PCNA,KEGG,RegNetwork
2197,BRCA1,ATF1,KEGG,RegNetwork
2198,BRCA1,CREB1,KEGG,RegNetwork
2199,BRCA1,E2F4,KEGG,RegNetwork
2200,BRCA1,ETS2,KEGG,RegNetwork
2201,BRCA1,ETV4,KEGG,RegNetwork
2202,BRCA1,NFKB1,KEGG,RegNetwork
2203,BRCA1,SP1,KEGG,RegNetwork
2204,BRCA1,TP53,KEGG,RegNetwork
2205,BRCA1,USF2,KEGG,RegNetwork
2206,BRCA1,UBE2K,KEGG,STRING
2207,BRCA1,ACACA,KEGG,STRING
2208,BRCA1,UBE2D1,KEGG,STRING
2209,BRCA1,MYC,KEGG,STRING
2210,BRCA1,ATRIP,KEGG,STRING
2211,BRCA1,PALB2,KEGG,STRING
2212,BRCA1,CDK2,KEGG,STRING
2213,BRCA1,PLK1,KEGG,STRING
2214,BRCA1,RAD50,KEGG,STRING
2215,BRCA1,FANCA,KEGG,STRING
2216,BRCA1,WRN,KEGG,STRING
2217,BRCA1,BRCC3,KEGG,STRING
2218,BRCA1,UBE2N,KEGG,STRING
2219,BRCA1,H2AFX,KEGG,STRING
2220,BRCA1,CHEK2,KEGG,STRING
2221,BRCA1,BARD1,KEGG,STRING
2222,BRCA1,BLM,KEGG,STRING
2223,BRCA1,RPA1,KEGG,STRING
2224,BRCA1,ATR,KEGG,STRING
2225,BRCA1,RB1,KEGG,STRING
2226,BRCA1,ZNF350,KEGG,STRING
2227,BRCA1,AKT1,KEGG,STRING
2228,BRCA1,FANCD2,KEGG,STRING
2229,BRCA1,UBE2E2,KEGG,STRING
2230,BRCA1,BABAM1,KEGG,STRING
2231,BRCA1,MLH1,KEGG,STRING
2232,BRCA1,RBBP8,KEGG,STRING
2233,BRCA1,BRCA2,KEGG,STRING
2234,BRCA1,TUBG1,KEGG,STRING
2235,BRCA1,ESR1,KEGG,STRING
2236,BRCA1,MSH2,KEGG,STRING
2237,BRCA1,MDC1,KEGG,STRING
2238,BRCA1,TP53,KEGG,STRING
2239,BRCA1,RAD51,KEGG,STRING
2240,BRCA1,POLR2A,KEGG,STRING
2241,BRCA1,UBE2D3,KEGG,STRING
2242,BRCA1,CREBBP,KEGG,STRING
2243,BRCA1,UBE2E1,KEGG,STRING
2244,BRCA1,EP300,KEGG,STRING
2245,BRCA1,BRIP1,KEGG,STRING
2246,BRCA1,UBE2W,KEGG,STRING
2247,BRCA1,TOPBP1,KEGG,STRING
2248,BRCA1,UBE2E3,KEGG,STRING
2249,BRCA1,MRE11A,KEGG,STRING
2250,BRCA1,ATM,KEGG,STRING
2251,BRCA1,UIMC1,KEGG,STRING
2252,BRCA1,TP53BP1,KEGG,STRING
2253,BRCA1,NBN,KEGG,STRING
2254,BRCA1,FAM175A,KEGG,STRING
2255,BRCA2,FHIT,KEGG,RegNetwork
2256,BRCA2,ESR1,KEGG,RegNetwork
2257,BRCA2,RAD51,KEGG,RegNetwork
2258,BRCA2,ETS1,KEGG,RegNetwork
2259,BRCA2,MYC,KEGG,RegNetwork
2260,BRCA2,NFKB1,KEGG,RegNetwork
2261,BRCA2,RAD51,KEGG,RegNetwork
2262,BRCA2,RELA,KEGG,RegNetwork
2263,BRCA2,TP53,KEGG,RegNetwork
2264,BRCA2,USF1,KEGG,RegNetwork
2265,BRCA2,USF2,KEGG,RegNetwork
2266,BRCA2,PLK1,KEGG,STRING
2267,BRCA2,RAD51,KEGG,STRING
2268,BRCA2,PALB2,KEGG,STRING
2269,BRCA2,CDK2,KEGG,STRING
2270,BRCA2,SHFM1,KEGG,STRING
2271,BRCA2,TP53,KEGG,STRING
2272,BRCA2,XRCC3,KEGG,STRING
2273,BRCA2,BRCA1,KEGG,STRING
2274,BRCA2,DMC1,KEGG,STRING
2275,BRCA2,HMG20B,KEGG,STRING
2276,BRCA2,FANCD2,KEGG,STRING
2277,BRCA2,BARD1,KEGG,STRING
2278,BRCA2,FANCG,KEGG,STRING
